Tanggal,"Nama Barang",Quantity,Satuan,"Harga Satuan","Total Harga","Harga Jual",Laba,Revenue,Margin,"Jenis Produk"
11/02/2026,"Charm Safe Night",10,Pcs,2700,27000,4000,13000,40000,"48,14814815%",Ritel
11/02/2026,"Good Day Moccacino",10,Pcs,1500,15000,4000,25000,40000,"166,6666667%",Ritel
11/02/2026,"Permen Kis",100,Pcs,140,14000,333,19300,33300,"137,8571429%",Harian
11/02/2026,"Torabika Creamy Latte",10,Pcs,1650,16500,4000,23500,40000,"142,4242424%",#N/A
11/02/2026,"Ya'bar Chocolate",12,Pcs,6200,74400,8000,21600,96000,"29,03225806%",Ritel
11/02/2026,"Ya'bar Peanut Caramel",12,Pcs,6200,74400,8000,21600,96000,"29,03225806%",Ritel
11/02/2026,"Go'nola Chocolate Vanilla",10,Pcs,6600,66000,8000,14000,80000,"21,21212121%",Harian
12/02/2026,Bakwan,26,Pcs,2000,52000,2500,13000,65000,25%,Harian
12/02/2026,Sus,20,Pcs,3000,60000,3500,10000,70000,"16,66666667%",Ritel
12/02/2026,"Nasi Cokot",27,Pcs,5000,135000,7000,54000,189000,40%,Harian
12/02/2026,Ricebowl,18,Pcs,10000,180000,12000,36000,216000,20%,Ritel
12/02/2026,"Pangsit Bojot",9,Pcs,10000,90000,12000,18000,108000,20%,Harian
12/02/2026,"Pangsit Goreng",7,Pcs,9000,63000,10000,7000,70000,"11,11111111%",Harian
12/02/2026,"Sedaap Mie Cup Goreng",12,Pcs,4450,53400,8000,42600,96000,"79,7752809%",Ritel
12/02/2026,"Sedaap Mie Cup Soto",12,Pcs,4250,51000,8000,45000,96000,"88,23529412%",Harian
12/02/2026,"Sedaap Mie Cup Rawit Bingit",12,Pcs,4250,51000,8000,45000,96000,"88,23529412%",Harian
14/02/2026,Sus,13,Pcs,3000,39000,3500,6500,45500,"16,66666667%",Ritel
14/02/2026,Bakwan,18,Pcs,2000,36000,2500,9000,45000,25%,Harian
14/02/2026,"Sosis Solo",28,Pcs,2500,70000,3000,14000,84000,20%,Ritel
14/02/2026,Ricebowl,10,Pcs,10000,100000,12000,20000,120000,20%,Ritel
14/02/2026,"Rafa Putra",60,Pcs,1600,96000,2000,24000,120000,25%,Harian
14/02/2026,Kriwil,36,Pcs,2500,90000,3000,18000,108000,20%,Harian
14/02/2026,"Seblak Beton",36,Pcs,2500,90000,3000,18000,108000,20%,Ritel
14/02/2026,Cistik,22,Pcs,2500,55000,3000,11000,66000,20%,Harian
