Tanggal,"Nama Barang",Quantity,Satuan,"Harga Satuan","Total Harga","Harga Jual",Laba,Revenue,Margin,"Jenis Produk"
11/05/2026,"Baso Cilok Kriwil",5,Pcs,9000,45000,11000,5000,50000,"11,11111111%",Harian
11/05/2026,"Mie Spesial",6,Pcs,10000,60000,12000,12000,72000,20%,#N/A
11/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
11/05/2026,Risoles,20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",Harian
11/05/2026,"Cireng Irfan",15,Pcs,1500,22500,2000,7500,30000,"33,33333333%",#N/A
11/05/2026,Cibay,63,Pcs,1500,94500,2000,31500,126000,"33,33333333%",Ritel
11/05/2026,"Putu Ayu",22,Pcs,2000,44000,3000,22000,66000,50%,Harian
11/05/2026,"Roti Kukus",5,Pcs,6000,30000,8000,10000,40000,"33,33333333%",#N/A
11/05/2026,"Lumpia Seblak",9,Pcs,5000,45000,6000,9000,54000,20%,Harian
11/05/2026,Onigiri,23,Pcs,8000,184000,10000,46000,230000,25%,Ritel
11/05/2026,"Sosis Solo",79,Pcs,3000,237000,3000,39500,276500,"16,66666667%",Ritel
11/05/2026,"Rafa Putra",83,Pcs,1600,132800,2000,33200,166000,25%,Harian
11/05/2026,Cicos,26,Pcs,4000,104000,5000,26000,130000,25%,Harian
11/05/2026,"Pisang Goreng",26,Pcs,2000,52000,2000,13000,65000,25%,Ritel
11/05/2026,Gorengan,50,Pcs,2000,100000,2500,25000,125000,25%,Ritel
11/05/2026,Waffle,19,Pcs,5000,95000,5500,19000,114000,20%,Ritel
11/05/2026,"Nasi Cokot",50,Pcs,5000,250000,6000,100000,350000,40%,Harian
11/05/2026,"Pangsit Bojot",21,Pcs,11000,231000,11000,42000,273000,"18,18181818%",Harian
11/05/2026,"Pangsit Goreng",11,Pcs,10000,110000,10000,22000,132000,20%,Harian
11/05/2026,"Risol Mayo",91,Pcs,3000,273000,3500,45500,318500,"16,66666667%",Harian
11/05/2026,"Cireng Danu",100,Pcs,2000,200000,2500,50000,250000,25%,#N/A
11/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
11/05/2026,Bakwan,16,Pcs,2000,32000,2500,8000,40000,25%,Harian
11/05/2026,Sus,28,Pcs,3000,84000,3500,14000,98000,"16,66666667%",Ritel
11/05/2026,"Si Lahetot",64,Pcs,5000,320000,6000,128000,448000,40%,Harian
11/05/2026,"Baso Tahu",20,Pcs,8500,170000,10000,30000,200000,"17,64705882%",Harian
11/05/2026,"Risol Mayo Pedas",35,Pcs,3000,105000,4000,17500,122500,"16,66666667%",Harian
11/05/2026,"CC Roll",78,Pcs,1500,117000,2000,39000,156000,"33,33333333%",Harian
11/05/2026,"Ricebowl Pa Hadi",30,Pcs,12000,360000,13000,60000,420000,"16,66666667%",Harian
11/05/2026,"Nasi Bakar",9,Pcs,9000,81000,9000,18000,99000,"22,22222222%",Harian
11/05/2026,Ades,216,Pcs,"1812,5",391500,3500,364500,756000,"93,10344828%",Ritel
11/05/2026,"Nutriboost Orange",12,Pcs,"5391,583333",64699,7000,19301,84000,"29,83199122%",Harian
11/05/2026,"Nutriboost Strawberry",24,Pcs,"5391,583333",129398,7000,38602,168000,"29,83199122%",Harian
11/05/2026,"Frestea Markisa",24,Pcs,3200,76800,4000,43200,120000,"56,25%",#N/A
11/05/2026,"Frestea Jasmine",24,Pcs,3200,76800,4000,43200,120000,"56,25%",#N/A
11/05/2026,"Frestea Green Honey",24,Pcs,3200,76800,4000,43200,120000,"56,25%",#N/A
11/05/2026,"Frestea Blackcurrant",24,Pcs,3200,76800,4000,43200,120000,"56,25%",#N/A
12/05/2026,Gorengan,50,Pcs,2000,100000,2500,25000,125000,25%,Ritel
12/05/2026,Sand.Ckl,5,Pcs,6000,30000,7000,6000,36000,20%,Harian
12/05/2026,Sand.Kacang,2,Pcs,6000,12000,7000,2400,14400,20%,Harian
12/05/2026,Sand.Keju,2,Pcs,6000,12000,7000,2400,14400,20%,Harian
12/05/2026,"Sand.Sarikaya Pandan",1,Pcs,6000,6000,7000,1000,7000,"16,66666667%",#N/A
12/05/2026,Sandzup.Ckl,3,Pcs,5000,15000,6000,3000,18000,20%,Ritel
12/05/2026,Sandzup.Moc,2,Pcs,5000,10000,6000,2000,12000,20%,Harian
12/05/2026,Sandzup.Straw,1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
12/05/2026,"Choco Bun",7,Pcs,4000,28000,4500,5600,33600,20%,Ritel
12/05/2026,"Choco Cheese GT",11,Pcs,4000,44000,4500,8800,52800,20%,Ritel
12/05/2026,"Straw Bun GT",1,Pcs,4000,4000,4500,800,4800,20%,Harian
12/05/2026,"Blue Bun GT",1,Pcs,4000,4000,5000,1000,5000,25%,Harian
12/05/2026,"Coconut Bun GT",1,Pcs,4000,4000,4500,800,4800,20%,Harian
12/05/2026,"Z Krim Cokelat",1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
12/05/2026,"Z Krim Keju",1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
12/05/2026,"Z Krim Moka",1,Pcs,5000,5000,6000,1000,6000,20%,Ritel
12/05/2026,"Z Krim Chodbl",1,Pcs,5000,5000,6000,1000,6000,20%,Harian
12/05/2026,"Z Krim Strawberry",1,Pcs,5000,5000,6000,1000,6000,20%,Harian
12/05/2026,"Dryk Ckl",4,Pcs,6000,24000,7000,4800,28800,20%,Harian
12/05/2026,"Dryk Martabak",1,Pcs,6000,6000,7000,1200,7200,20%,Harian
12/05/2026,"Dryk Pandan Sarikaya",1,Pcs,6000,6000,7000,1200,7200,20%,Ritel
12/05/2026,"Ksr Keju",1,Pcs,15000,15000,14500,1000,16000,"6,666666667%",#N/A
12/05/2026,"Sbk Cokelat",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
12/05/2026,"Sbk Cokelat Keju",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
12/05/2026,"Sbk Cokelat Sarikaya",1,Pcs,18000,18000,18500,3600,21600,20%,Harian
12/05/2026,"Ksr Krim Meses",1,Pcs,12500,12500,12500,-11100,1400,"-88,8%",#N/A
12/05/2026,"Sbk Duo Cokelat",1,Pcs,9000,9000,11000,1000,10000,"11,11111111%",#N/A
12/05/2026,"Chif Cokelat",3,Pcs,5000,15000,5500,3000,18000,20%,Ritel
12/05/2026,"Chif Pandan",1,Pcs,5000,5000,5500,1000,6000,20%,Ritel
12/05/2026,"Waffle Ori",1,Pcs,5000,5000,5500,1000,6000,20%,Ritel
12/05/2026,"Kopi Sosio",5,Pcs,10000,50000,13000,10000,60000,20%,Harian
12/05/2026,"Putu Ayu",23,Pcs,2000,46000,3000,23000,69000,50%,Harian
12/05/2026,"Roti Blueberry",3,Pcs,6000,18000,7000,3000,21000,"16,66666667%",#N/A
12/05/2026,"Roti Cokelat",9,Pcs,6000,54000,7000,18000,72000,"33,33333333%",Harian
12/05/2026,"Sosis Solo",84,Pcs,3000,252000,3000,42000,294000,"16,66666667%",Ritel
12/05/2026,"Ricebowl Pa Hadi",26,Pcs,12000,312000,13000,52000,364000,"16,66666667%",Harian
12/05/2026,"CC Roll",77,Pcs,1500,115500,2000,38500,154000,"33,33333333%",Harian
12/05/2026,Cibay,9,Pcs,1500,13500,2000,4500,18000,"33,33333333%",Ritel
12/05/2026,"Baso Cilok Kriwil",6,Pcs,9000,54000,11000,6000,60000,"11,11111111%",Harian
12/05/2026,"Pangsit Bojot",15,Pcs,11000,165000,11000,30000,195000,"18,18181818%",Harian
12/05/2026,"Pangsit Goreng",10,Pcs,10000,100000,10000,20000,120000,20%,Harian
12/05/2026,"Lumpia Seblak",11,Pcs,5000,55000,6000,11000,66000,20%,Harian
12/05/2026,Waffle,16,Pcs,5000,80000,5500,16000,96000,20%,Ritel
12/05/2026,Bakwan,24,Pcs,2000,48000,2500,12000,60000,25%,Harian
12/05/2026,Sus,25,Pcs,3000,75000,3500,12500,87500,"16,66666667%",Ritel
12/05/2026,Cibay,60,Pcs,1500,90000,2000,30000,120000,"33,33333333%",Ritel
12/05/2026,Risoles,20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",Harian
12/05/2026,"Cireng Irfan",20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",#N/A
12/05/2026,"Basreng Basah",6,Pcs,5000,30000,7000,12000,42000,40%,Harian
12/05/2026,Cimol,5,Pcs,5000,25000,7000,10000,35000,40%,Harian
12/05/2026,Kwetiauw,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
12/05/2026,Cicos,18,Pcs,4000,72000,5000,18000,90000,25%,Harian
12/05/2026,"Pisang Goreng",21,Pcs,2000,42000,2000,10500,52500,25%,Ritel
12/05/2026,"Si Lahetot",63,Pcs,5000,315000,6000,126000,441000,40%,Harian
12/05/2026,Cilok,35,Pcs,2500,87500,3000,35000,122500,40%,Harian
12/05/2026,Karoket,20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",Ritel
12/05/2026,"Nasi Bakar",7,Pcs,9000,63000,9000,14000,77000,"22,22222222%",Harian
12/05/2026,"Mie Spesial",7,Pcs,10000,70000,12000,14000,84000,20%,#N/A
12/05/2026,"Nasi Ayam Geboy",2,Pcs,11000,22000,13000,4000,26000,"18,18181818%",Harian
12/05/2026,"Makaroni Geboy",2,Pcs,9000,18000,10000,2000,20000,"11,11111111%",Ritel
12/05/2026,"Baso Tahu",20,Pcs,8500,170000,10000,30000,200000,"17,64705882%",Harian
12/05/2026,"Risol Mayo",85,Pcs,3000,255000,3500,42500,297500,"16,66666667%",Harian
12/05/2026,"Nasi Cokot",60,Pcs,5000,300000,6000,120000,420000,40%,Harian
12/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
12/05/2026,"Cireng Danu",100,Pcs,2000,200000,2500,50000,250000,25%,#N/A
12/05/2026,Mochi,35,Pcs,5000,175000,5000,52500,227500,30%,Ritel
12/05/2026,"Cireng Rara",80,Pcs,2500,200000,3000,40000,240000,20%,#N/A
12/05/2026,"Cireng Japlun",72,Pcs,2000,144000,2500,36000,180000,25%,#N/A
12/05/2026,Onigiri,22,Pcs,8000,176000,10000,44000,220000,25%,Ritel
13/05/2026,"Lumpia Seblak",8,Pcs,5000,40000,6000,8000,48000,20%,Harian
13/05/2026,"Makaroni Spiral",18,Pcs,5000,90000,6000,18000,108000,20%,Harian
13/05/2026,"Kopi Sosio",2,Pcs,10000,20000,13000,4000,24000,20%,Harian
13/05/2026,"Putu Ayu",27,Pcs,2000,54000,3000,27000,81000,50%,Harian
13/05/2026,"Cireng Rara",70,Pcs,2500,175000,3000,35000,210000,20%,#N/A
13/05/2026,Sus,24,Pcs,3000,72000,3500,12000,84000,"16,66666667%",Ritel
13/05/2026,Bakwan,16,Pcs,2000,32000,2500,8000,40000,25%,Harian
13/05/2026,"Si Lahetot",60,Pcs,5000,300000,6000,120000,420000,40%,Harian
13/05/2026,"Baso Cilok Kriwil",11,Pcs,9000,99000,11000,11000,110000,"11,11111111%",Harian
13/05/2026,"Pangsit Bojot",18,Pcs,11000,198000,11000,36000,234000,"18,18181818%",Harian
13/05/2026,"Pangsit Goreng",12,Pcs,10000,120000,10000,24000,144000,20%,Harian
13/05/2026,Cicos,20,Pcs,4000,80000,5000,20000,100000,25%,Harian
13/05/2026,"Pisang Goreng",21,Pcs,2000,42000,2000,10500,52500,25%,Ritel
13/05/2026,"Nasi Bakar",9,Pcs,9000,81000,9000,18000,99000,"22,22222222%",Harian
13/05/2026,"Roti Cokelat",4,Pcs,6000,24000,7000,8000,32000,"33,33333333%",Harian
13/05/2026,"Roti Blueberry",4,Pcs,6000,24000,7000,4000,28000,"16,66666667%",#N/A
13/05/2026,Mochi,34,Pcs,5000,170000,5000,51000,221000,30%,Ritel
13/05/2026,"Cireng Danu",95,Pcs,2000,190000,2500,47500,237500,25%,#N/A
13/05/2026,"Cireng Danu",100,Pcs,2000,200000,2500,50000,250000,25%,#N/A
13/05/2026,Gorengan,52,Pcs,2000,104000,2500,26000,130000,25%,Ritel
13/05/2026,"Risol Mayo",91,Pcs,3000,273000,3500,45500,318500,"16,66666667%",Harian
13/05/2026,"Nasi Cokot",60,Pcs,5000,300000,6000,120000,420000,40%,Harian
13/05/2026,Cibay,62,Pcs,1500,93000,2000,31000,124000,"33,33333333%",Ritel
13/05/2026,Risoles,20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",Harian
13/05/2026,"Cireng Irfan",18,Pcs,1500,27000,2000,9000,36000,"33,33333333%",#N/A
13/05/2026,"CC Roll",84,Pcs,1500,126000,2000,42000,168000,"33,33333333%",Harian
13/05/2026,Cibay,11,Pcs,1500,16500,2000,5500,22000,"33,33333333%",Ritel
13/05/2026,"Ricebowl Pa Hadi",21,Pcs,12000,252000,13000,42000,294000,"16,66666667%",Harian
13/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
13/05/2026,"Baso Tahu",20,Pcs,8500,170000,10000,30000,200000,"17,64705882%",Harian
13/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
13/05/2026,"Mie Spesial",5,Pcs,10000,50000,12000,10000,60000,20%,#N/A
13/05/2026,Cilok,28,Pcs,2500,70000,3000,28000,98000,40%,Harian
13/05/2026,Karoket,18,Pcs,1500,27000,2000,9000,36000,"33,33333333%",Ritel
13/05/2026,"Sosis Solo",74,Pcs,3000,222000,3000,37000,259000,"16,66666667%",Ritel
13/05/2026,Onigiri,22,Pcs,8000,176000,10000,44000,220000,25%,Ritel
14/05/2026,"Putu Ayu",17,Pcs,2000,34000,3000,17000,51000,50%,Harian
14/05/2026,"Kopi Sosio",3,Pcs,10000,30000,13000,6000,36000,20%,Harian
14/05/2026,"Si Lahetot",57,Pcs,5000,285000,6000,114000,399000,40%,Harian
14/05/2026,"Basreng Basah",5,Pcs,5000,25000,7000,10000,35000,40%,Harian
14/05/2026,Cimol,1,Pcs,5000,5000,7000,2000,7000,40%,Harian
14/05/2026,Kwetiauw,3,Pcs,5000,15000,7000,6000,21000,40%,Harian
14/05/2026,"Lumpia Seblak",7,Pcs,5000,35000,6000,7000,42000,20%,Harian
14/05/2026,Bakwan,42,Pcs,2000,84000,2500,21000,105000,25%,Harian
14/05/2026,Cicos,3,Pcs,4000,12000,5000,3000,15000,25%,Harian
14/05/2026,Cilok,30,Pcs,2500,75000,3000,30000,105000,40%,Harian
14/05/2026,Karoket,22,Pcs,1500,33000,2000,11000,44000,"33,33333333%",Ritel
14/05/2026,Gorengan,43,Pcs,2000,86000,2500,21500,107500,25%,Ritel
14/05/2026,Mochi,33,Pcs,5000,165000,5000,49500,214500,30%,Ritel
14/05/2026,"Sosis Solo",86,Pcs,3000,258000,3000,43000,301000,"16,66666667%",Ritel
14/05/2026,Ricebowl,20,Pcs,11000,220000,11000,40000,260000,"18,18181818%",Harian
14/05/2026,"Cireng Japlun",43,Pcs,2000,86000,2500,21500,107500,25%,#N/A
14/05/2026,"Baso Tahu",20,Pcs,9500,190000,10000,30000,220000,"15,78947368%",#N/A
14/05/2026,"Nasi Bakar",10,Pcs,9000,90000,9000,20000,110000,"22,22222222%",Harian
16/05/2026,"Sosis Solo",71,Pcs,3000,213000,3000,35500,248500,"16,66666667%",Ritel
16/05/2026,"Si Lahetot",30,Pcs,5000,150000,6000,60000,210000,40%,Harian
16/05/2026,Bakwan,35,Pcs,2000,70000,2500,17500,87500,25%,Harian
16/05/2026,Cimol,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
16/05/2026,Kwetiauw,2,Pcs,5000,10000,7000,4000,14000,40%,Harian
16/05/2026,"Basreng Basah",5,Pcs,5000,25000,7000,10000,35000,40%,Harian
16/05/2026,Cilok,31,Pcs,2500,77500,3000,31000,108500,40%,Harian
16/05/2026,Karoket,22,Pcs,1500,33000,2000,11000,44000,"33,33333333%",Ritel
18/05/2026,"Al Ma'soem Gelas",2880,Pcs,625,1800000,500,1080000,2880000,60%,#N/A
18/05/2026,"Lunch Pack Choco Lava",10,Pcs,5000,50000,6000,10000,60000,20%,Harian
18/05/2026,"Lunch Pack Cheese Cake",7,Pcs,5000,35000,6000,7000,42000,20%,Harian
18/05/2026,"Sandwich Margarin Manis",5,Pcs,4500,22500,5000,4500,27000,20%,Ritel
18/05/2026,"Sandwich Cokelat",8,Pcs,4500,36000,5000,7200,43200,20%,Ritel
18/05/2026,"Sandwich Keju",9,Pcs,4500,40500,5400,8100,48600,20%,Ritel
18/05/2026,"Sobek Cokelat",1,Pcs,16500,16500,17000,3300,19800,20%,Ritel
18/05/2026,"Sobek Cokelat Keju",1,Pcs,16500,16500,17000,3300,19800,20%,Ritel
18/05/2026,"Steam Cake Chocolate",2,Pcs,9000,18000,10000,3600,21600,20%,Ritel
18/05/2026,"Mini Cake Strawberry",1,Pcs,7500,7500,9000,1500,9000,20%,Ritel
18/05/2026,"Danish Chocolate",1,Pcs,7500,7500,9000,1500,9000,20%,Ritel
18/05/2026,"Danish Roll Triple Cheese",6,Pcs,7500,45000,8500,9000,54000,20%,Ritel
18/05/2026,"Putu Ayu",28,Pcs,2000,56000,3000,28000,84000,50%,Harian
18/05/2026,Makaroni,200,Pcs,4000,800000,2500,400000,1200000,50%,Ritel
18/05/2026,Onigiri,20,Pcs,8000,160000,10000,40000,200000,25%,Ritel
18/05/2026,"Rafa Putra",79,Pcs,1600,126400,2000,31600,158000,25%,Harian
18/05/2026,"Mie Gulung",35,Pcs,4000,140000,6000,70000,210000,50%,#N/A
18/05/2026,"Rafael Pedas",30,Pcs,5000,150000,6000,30000,180000,20%,Ritel
18/05/2026,"Roti Bakar",3,Pcs,7000,21000,7000,3000,24000,"14,28571429%",Ritel
18/05/2026,"Sosis Solo",64,Pcs,3000,192000,3000,32000,224000,"16,66666667%",Ritel
18/05/2026,Spagetti,14,Pcs,10000,140000,10000,28000,168000,20%,Ritel
18/05/2026,"Lumpia Seblak",7,Pcs,5000,35000,6000,7000,42000,20%,Harian
18/05/2026,"Cireng Rara",70,Pcs,2500,175000,3000,35000,210000,20%,#N/A
18/05/2026,"Cireng Danu",100,Pcs,2000,200000,2500,50000,250000,25%,#N/A
18/05/2026,Gorengan,47,Pcs,2000,94000,2500,23500,117500,25%,Ritel
18/05/2026,"Nasi Cokot",60,Pcs,5000,300000,6000,120000,420000,40%,Harian
18/05/2026,Cibay,69,Pcs,1500,103500,2000,34500,138000,"33,33333333%",Ritel
18/05/2026,Risoles,10,Pcs,1500,15000,2000,5000,20000,"33,33333333%",Harian
18/05/2026,"Cireng Irfan",12,Pcs,1500,18000,2000,6000,24000,"33,33333333%",#N/A
18/05/2026,"Si Lahetot",50,Pcs,5000,250000,6000,100000,350000,40%,Harian
18/05/2026,Cimol,3,Pcs,5000,15000,7000,6000,21000,40%,Harian
18/05/2026,Kwetiauw,2,Pcs,5000,10000,7000,4000,14000,40%,Harian
18/05/2026,"Basreng Basah",6,Pcs,5000,30000,7000,12000,42000,40%,Harian
18/05/2026,Cicos,31,Pcs,4000,124000,5000,31000,155000,25%,Harian
18/05/2026,"Pisang Goreng",30,Pcs,2000,60000,2000,15000,75000,25%,Ritel
18/05/2026,"Cireng Japlun",75,Pcs,2000,150000,2500,37500,187500,25%,#N/A
18/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
18/05/2026,"Mie Spesial",15,Pcs,10000,150000,12000,30000,180000,20%,#N/A
18/05/2026,"Risol Mayo",89,Pcs,3000,267000,3500,44500,311500,"16,66666667%",Harian
18/05/2026,"Baso Cilok Kriwil",9,Pcs,9000,81000,11000,9000,90000,"11,11111111%",Harian
18/05/2026,Cilok,40,Pcs,2500,100000,3000,40000,140000,40%,Harian
18/05/2026,Karoket,24,Pcs,1500,36000,2000,12000,48000,"33,33333333%",Ritel
18/05/2026,"Nasi Bakar",10,Pcs,9000,90000,9000,20000,110000,"22,22222222%",Harian
18/05/2026,"Baso Tahu",20,Pcs,9500,190000,10000,30000,220000,"15,78947368%",#N/A
18/05/2026,Bakwan,20,Pcs,2000,40000,2500,10000,50000,25%,Harian
18/05/2026,Sus,23,Pcs,3000,69000,3500,11500,80500,"16,66666667%",Ritel
18/05/2026,Ricebowl,30,Pcs,11000,330000,11000,60000,390000,"18,18181818%",Harian
18/05/2026,"Pangsit Goreng",12,Pcs,10000,120000,10000,24000,144000,20%,Harian
18/05/2026,"Pangsit Bojot",19,Pcs,11000,209000,11000,38000,247000,"18,18181818%",Harian
19/05/2026,"Kopi Sosio",6,Pcs,10000,60000,13000,12000,72000,20%,Harian
19/05/2026,"Putu Ayu",21,Pcs,2000,42000,3000,21000,63000,50%,Harian
19/05/2026,Bayam,20,Pcs,9000,180000,10000,20000,200000,"11,11111111%",Harian
19/05/2026,Sand.Ckl,17,Pcs,6000,102000,7000,20400,122400,20%,Harian
19/05/2026,Sand.Kacang,2,Pcs,6000,12000,7000,2400,14400,20%,Harian
19/05/2026,Sand.Keju,5,Pcs,6000,30000,7000,6000,36000,20%,Harian
19/05/2026,Sandzup.Ckl,3,Pcs,5000,15000,6000,3000,18000,20%,Ritel
19/05/2026,Sandzup.Straw,4,Pcs,5000,20000,6000,4000,24000,20%,Ritel
19/05/2026,"Choco Bun",10,Pcs,4500,45000,4500,10000,55000,"22,22222222%",#N/A
19/05/2026,"Choco Cheese GT",13,Pcs,4500,58500,4500,13000,71500,"22,22222222%",#N/A
19/05/2026,"Swe Cheese Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
19/05/2026,"Straw Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
19/05/2026,"Blue Bun GT",2,Pcs,4500,9000,5000,2000,11000,"22,22222222%",#N/A
19/05/2026,"Coconut Bun GT",1,Pcs,4500,4500,4500,1000,5500,"22,22222222%",#N/A
19/05/2026,"Z Krim Keju",3,Pcs,5500,16500,6000,3000,19500,"18,18181818%",#N/A
19/05/2026,"Z Krim Strawberry",1,Pcs,5500,5500,6000,1000,6500,"18,18181818%",#N/A
19/05/2026,"Dryk Ckl",3,Pcs,6500,19500,7000,3000,22500,"15,38461538%",#N/A
19/05/2026,"Dryk Straw",2,Pcs,6500,13000,7000,2000,15000,"15,38461538%",#N/A
19/05/2026,"Dryk Martabak",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
19/05/2026,"Dryk Nastar",1,Pcs,6500,6500,7000,1000,7500,"15,38461538%",#N/A
19/05/2026,"Ksr Keju",1,Pcs,11500,11500,14500,4500,16000,"39,13043478%",#N/A
19/05/2026,"Sisir Mentega",1,Pcs,18000,18000,12000,2000,20000,"11,11111111%",#N/A
19/05/2026,"Sbk Cokelat Keju",1,Pcs,18000,18000,18500,3600,21600,20%,Ritel
19/05/2026,"Ksr Krim Meses",1,Pcs,12500,12500,12500,-11100,1400,"-88,8%",#N/A
19/05/2026,"Sbk Duo Cokelat",1,Pcs,9000,9000,11000,1000,10000,"11,11111111%",#N/A
19/05/2026,"Sbk Duo Cokelat Keju",1,Pcs,9000,9000,9000,1000,10000,"11,11111111%",#N/A
19/05/2026,"Waffle Ori",2,Pcs,5000,10000,5500,2000,12000,20%,Ritel
19/05/2026,"Baso Cilok Kriwil",5,Pcs,9000,45000,11000,5000,50000,"11,11111111%",Harian
19/05/2026,"Baso Tahu",14,Pcs,9500,133000,10000,21000,154000,"15,78947368%",#N/A
19/05/2026,"Nasi Bakar",4,Pcs,9000,36000,9000,8000,44000,"22,22222222%",Harian
19/05/2026,Sus,24,Pcs,3000,72000,3500,12000,84000,"16,66666667%",Ritel
19/05/2026,Bakwan,12,Pcs,2000,24000,2500,6000,30000,25%,Harian
19/05/2026,"Risol Mayo",84,Pcs,3000,252000,3500,42000,294000,"16,66666667%",Harian
19/05/2026,Cibay,47,Pcs,1500,70500,2000,23500,94000,"33,33333333%",Ritel
19/05/2026,Risoles,10,Pcs,1500,15000,2000,5000,20000,"33,33333333%",Harian
19/05/2026,"Cireng Irfan",10,Pcs,1500,15000,2000,5000,20000,"33,33333333%",#N/A
19/05/2026,"Makaroni Geboy",5,Pcs,9000,45000,10000,5000,50000,"11,11111111%",Ritel
19/05/2026,"Mie Spesial",9,Pcs,10000,90000,12000,18000,108000,20%,#N/A
19/05/2026,"Pangsit Goreng",7,Pcs,10000,70000,10000,14000,84000,20%,Harian
19/05/2026,"Pangsit Bojot",12,Pcs,11000,132000,11000,24000,156000,"18,18181818%",Harian
19/05/2026,Ricebowl,24,Pcs,11000,264000,11000,48000,312000,"18,18181818%",Harian
19/05/2026,Kwetiauw,3,Pcs,5000,15000,7000,6000,21000,40%,Harian
19/05/2026,"Basreng Basah",4,Pcs,5000,20000,7000,8000,28000,40%,Harian
19/05/2026,Cimol,4,Pcs,5000,20000,7000,8000,28000,40%,Harian
19/05/2026,"Si Lahetot",42,Pcs,5000,210000,6000,84000,294000,40%,Harian
19/05/2026,Cicos,21,Pcs,4000,84000,5000,21000,105000,25%,Harian
19/05/2026,"Pisang Goreng",23,Pcs,2000,46000,2000,11500,57500,25%,Ritel
19/05/2026,Cilok,32,Pcs,2500,80000,3000,32000,112000,40%,Harian
19/05/2026,Karoket,23,Pcs,1500,34500,2000,11500,46000,"33,33333333%",Ritel
19/05/2026,Gorengan,40,Pcs,2000,80000,2500,20000,100000,25%,Ritel
19/05/2026,Onigiri,25,Pcs,8000,200000,10000,50000,250000,25%,Ritel
19/05/2026,"Cireng Danu",99,Pcs,2000,198000,2500,49500,247500,25%,#N/A
19/05/2026,"Lumpia Seblak",4,Pcs,5000,20000,6000,4000,24000,20%,Harian
19/05/2026,"Seblak Jadul",3,Pcs,10000,30000,12000,6000,36000,20%,#N/A
19/05/2026,"Cireng Rara",34,Pcs,2500,85000,3000,17000,102000,20%,#N/A
19/05/2026,"Sosis Solo",27,Pcs,3000,81000,3000,13500,94500,"16,66666667%",Ritel
19/05/2026,Spagetti,3,Pcs,10000,30000,10000,6000,36000,20%,Ritel
19/05/2026,"Cireng Danu",92,Pcs,2000,184000,2500,46000,230000,25%,#N/A
20/05/2026,Cibay,37,Pcs,1500,55500,2000,18500,74000,"33,33333333%",Ritel
20/05/2026,Risoles,16,Pcs,1500,24000,2000,8000,32000,"33,33333333%",Harian
20/05/2026,"Cireng Irfan",9,Pcs,1500,13500,2000,4500,18000,"33,33333333%",#N/A
20/05/2026,Makaroni,5,Pcs,9000,45000,2500,15000,60000,"33,33333333%",#N/A
20/05/2026,"Mie Spesial",9,Pcs,10000,90000,12000,18000,108000,20%,#N/A
20/05/2026,"Pangsit Bojot",12,Pcs,11000,132000,11000,24000,156000,"18,18181818%",Harian
20/05/2026,"Pangsit Goreng",8,Pcs,10000,80000,10000,16000,96000,20%,Harian
20/05/2026,"Baso Cilok Kriwil",6,Pcs,9000,54000,11000,6000,60000,"11,11111111%",Harian
20/05/2026,Sus,25,Pcs,3000,75000,3500,12500,87500,"16,66666667%",Ritel
20/05/2026,Bakwan,25,Pcs,2000,50000,2500,12500,62500,25%,Harian
20/05/2026,"Nasi Bakar",7,Pcs,9000,63000,9000,14000,77000,"22,22222222%",Harian
20/05/2026,"Baso Tahu",15,Pcs,9500,142500,10000,22500,165000,"15,78947368%",#N/A
20/05/2026,Cilok,20,Pcs,2500,50000,3000,20000,70000,40%,Harian
20/05/2026,Karoket,20,Pcs,1500,30000,2000,10000,40000,"33,33333333%",Ritel
20/05/2026,Cicos,5,Pcs,4000,20000,5000,5000,25000,25%,Harian
20/05/2026,"Pisang Goreng",16,Pcs,2000,32000,2000,8000,40000,25%,Ritel
20/05/2026,"Cireng Japlun",82,Pcs,2000,164000,2500,41000,205000,25%,#N/A
